Source,Destination,Capacity
25,23,5
16,20,3
18,17,3
21,16,2
18,26,2
34,10,5
26,39,1
37,6,3
18,35,5
39,33,1
14,13,4
0,5,3
11,14,5
2,11,5
4,30,3
6,2,2
27,34,5
6,11,2
16,22,5
4,2,3
13,35,3
15,32,4
2,32,5
16,31,3
18,19,1
34,12,3
19,39,3
33,38,3
5,3,4
30,2,4
18,37,5
37,17,4
19,11,5
12,27,1
37,26,3
5,21,3
17,23,1
22,37,4
9,19,4
28,23,4
5,30,3
32,14,4
38,9,3
32,23,4
1,17,5
13,19,5
19,32,4
18,12,4
22,3,2
11,37,2
2,34,1
37,1,3
13,37,3
29,27,5
22,21,5
38,39,4
30,13,3
21,32,3
33,6,5
13,3,5
35,3,4
14,35,3
26,9,5
38,11,3
21,4,2
7,14,2
1,28,2
0,30,5
18,14,3
20,8,5
22,5,3
34,7,5
16,35,4
22,14,4
6,27,5
37,12,2
19,6,5
23,22,2
5,16,3
22,32,5
31,35,3
13,5,1
26,11,4
19,27,2
10,24,2
1,21,1
33,26,1
2,20,4
8,36,3
17,39,2
35,24,2
31,10,3
34,9,5
2,38,5
14,3,5
17,2,3
23,6,2
39,32,4
23,15,2
37,14,3
17,11,5
29,31,2
3,21,4
6,38,2
12,33,4
3,30,4
14,30,3
32,11,4
13,7,2
24,7,2
6,1,5
16,3,2
35,7,1
13,16,4
26,13,5
2,13,1
25,15,3
18,9,3
17,32,3
27,33,5
2,22,4
19,38,5
10,35,5
22,0,3
28,32,2
33,37,1
22,9,2
38,27,4
14,5,3
29,24,5
22,18,2
21,20,4
26,34,1
20,30,1
22,27,4
4,22,1
18,39,4
32,13,5
35,9,2
26,6,2
27,26,3
19,22,2
18,2,1
13,18,3
11,18,1
25,17,3
16,14,1
30,22,1
27,35,2
11,27,3
9,39,5
0,36,1
23,1,4
20,14,4
21,13,3
39,27,2
3,7,1
37,9,4
22,20,1
13,39,5
12,19,3
29,35,2
18,32,2
35,2,2
25,1,2
13,11,4
16,7,1
39,2,5
37,39,5
19,33,3
39,11,2
2,26,3
29,10,2
25,28,2
14,0,4
3,0,4
14,9,4
26,38,1
18,34,3
30,8,4
13,4,4
0,4,4
4,35,2
16,0,4
19,17,2
1,11,1
37,32,4
19,26,5
11,22,1
2,19,2
5,36,2
20,0,2
30,35,3
39,22,5
2,37,4
3,2,4
32,38,3
13,34,2
21,17,1
35,34,3
32,1,2
34,29,4
10,7,4
33,9,2
5,20,2
16,2,4
17,22,4
2,21,4
19,37,1
11,33,5
39,15,4
6,12,2
13,27,4
3,4,3
14,4,4
7,29,4
6,39,1
17,6,3
18,38,2
33,2,1
9,11,4
0,8,5
2,5,3
37,27,2
14,34,5
2,14,3
20,4,4
13,20,3
15,17,2
32,33,4
13,29,5
12,9,4
4,5,2
13,38,4
6,32,4
7,31,5
21,30,5
27,9,2
34,24,2
36,21,3
27,18,5
28,17,2
19,14,2
36,30,1
9,13,5
14,27,1
31,34,4
23,39,4
39,1,1
15,1,4
37,38,3
38,12,3
29,9,5
18,6,2
13,22,3
35,22,2
21,14,3
23,11,2
15,28,3
24,31,5
27,2,2
4,16,5
18,33,4
5,8,4
3,20,2
20,36,5
30,16,3
14,29,1
2,9,1
0,21,3
29,2,4
26,12,5
6,9,5
1,22,1
