Source,Destination,Capacity
132,39,90
118,104,48
178,155,22
48,45,6
53,160,48
111,101,50
185,50,95
132,160,84
30,112,86
117,37,6
136,50,96
48,166,89
20,104,40
180,93,30
78,45,93
196,37,56
96,99,29
118,117,29
2,171,86
117,158,34
115,48,14
48,58,5
194,112,95
92,101,30
152,115,12
124,53,81
55,182,70
22,5,83
66,48,20
85,61,50
98,0,45
29,166,74
103,115,15
189,118,21
4,109,24
78,58,17
36,61,31
163,102,2
182,115,18
154,53,30
140,118,23
112,56,48
189,10,90
175,112,6
64,15,76
17,169,24
196,171,4
75,110,63
168,72,83
154,174,41
140,10,75
167,113,25
112,177,37
131,190,67
29,179,40
128,121,50
40,8,61
45,123,88
31,188,38
191,177,3
17,61,36
58,62,48
135,16,32
176,54,22
121,118,65
85,195,6
126,196,81
179,59,33
43,198,64
137,62,59
101,139,69
100,180,73
67,3,47
193,142,80
158,121,100
61,188,38
94,136,27
135,137,92
162,11,9
33,126,33
165,16,31
109,121,65
183,70,39
67,124,77
12,188,64
144,78,95
88,183,96
165,137,59
65,199,45
192,11,13
156,88,59
174,142,47
67,16,100
12,80,27
58,196,13
42,188,65
190,86,27
88,75,52
74,140,53
137,196,87
109,134,37
172,153,78
116,29,4
46,199,40
192,24,52
123,153,31
16,27,69
35,40,64
95,91,90
136,92,10
172,45,62
72,107,37
28,37,68
129,89,23
27,41,41
134,140,35
180,27,80
185,105,45
96,33,87
41,97,3
160,48,25
99,38,98
180,148,32
37,99,42
78,100,7
138,151,50
154,95,70
118,172,67
16,161,15
131,111,68
103,49,57
134,153,8
124,108,100
69,172,58
110,173,64
55,8,70
117,105,68
122,183,29
175,46,22
133,49,37
78,113,73
23,177,81
152,62,14
97,126,92
196,105,11
182,170,13
43,11,52
189,65,69
175,167,79
106,67,16
18,183,26
73,119,58
188,106,9
64,70,20
50,172,88
3,60,22
195,1,81
140,65,57
85,129,63
126,130,59
167,168,67
198,6,70
115,8,8
15,70,23
82,60,62
18,75,36
133,62,65
174,63,19
17,116,17
22,194,5
94,70,30
135,71,70
167,60,74
112,124,86
98,189,10
24,11,27
65,12,24
170,65,45
142,3,37
68,17,63
18,196,25
191,124,30
91,186,81
144,12,75
149,127,32
176,1,42
121,65,62
33,181,83
19,17,90
198,19,21
65,133,92
63,60,62
183,125,42
128,189,1
155,63,99
100,127,55
53,15,88
58,130,17
75,70,24
176,122,60
65,25,71
151,28,80
156,143,13
68,30,96
54,132,48
174,197,69
26,33,97
72,149,47
70,76,55
75,191,97
28,79,13
162,79,98
5,95,58
46,133,3
123,87,53
34,15,82
39,93,3
199,82,53
37,20,74
42,135,92
116,84,73
148,36,87
46,25,7
178,144,97
197,157,24
95,146,24
34,136,56
153,87,69
172,100,26
72,162,92
37,141,45
171,141,68
28,92,63
88,143,14
44,36,97
164,101,63
62,90,23
7,154,48
136,39,88
199,95,43
157,98,84
196,26,56
160,103,50
60,165,94
118,106,18
153,100,95
37,154,1
9,92,70
69,106,65
113,149,58
85,50,2
71,152,46
117,39,69
62,103,51
48,168,45
20,106,12
106,109,31
166,160,53
138,98,9
196,39,2
127,168,77
25,157,99
154,42,98
118,119,58
112,45,29
2,173,31
120,165,78
139,178,82
147,2,70
133,104,11
124,55,71
168,61,74
113,162,70
30,127,39
71,165,16
112,166,5
29,168,31
115,171,26
189,120,52
101,7,54
161,58,53
100,48,49
77,64,89
121,107,79
52,7,14
43,187,19
54,53,92
133,117,31
174,118,26
45,4,20
149,61,41
184,55,99
10,131,19
115,184,42
189,133,42
101,20,45
100,61,29
174,10,91
191,179,75
58,64,20
3,128,18
116,5,94
140,133,56
33,7,10
79,123,47
98,136,4
137,64,34
101,141,78
17,184,86
177,136,43
70,10,64
89,23,59
135,139,13
181,26,73
5,29,84
170,133,85
82,20,85
109,123,53
40,23,82
42,69,24
47,147,42
46,188,7
63,128,4
35,29,4
95,80,86
53,83,11
199,137,29
171,75,14
9,13,77
135,152,88
179,195,75
49,85,21
109,136,5
141,88,3
172,155,55
185,94,85
9,134,23
88,198,11
165,152,82
104,142,32
178,91,7
123,155,28
197,104,61
35,42,64
21,144,13
180,137,84
111,37,6
50,27,71
51,171,9
30,48,11
145,35,24
134,142,89
122,51,47
185,107,58
157,45,30
60,112,55
13,37,94
159,91,10
15,46,96
39,174,43
23,166,79
13,158,75
99,161,4
11,48,48
145,48,83
87,43,17
152,172,14
45,46,55
105,97,98
69,174,61
163,38,42
108,102,19
25,104,53
66,105,33
84,159,54
103,172,63
101,62,41
106,177,24
23,179,27
64,180,15
91,54,84
8,56,92
99,174,9
140,175,50
167,49,36
112,113,74
147,70,93
8,177,59
140,67,97
198,8,54
170,175,75
82,62,15
101,75,6
87,177,70
147,191,2
114,14,48
59,115,78
100,116,33
191,5,59
61,124,58
121,175,87
107,11,10
167,62,31
93,76,43
198,129,50
65,14,84
170,67,21
156,132,68
101,196,77
109,57,88
12,124,92
75,180,42
94,193,47
61,16,18
47,81,54
33,183,92
52,196,89
165,73,94
65,135,92
170,188,93
63,62,55
197,25,90
21,65,81
155,65,28
100,129,87
53,17,8
72,30,38
58,132,68
89,199,96
56,22,72
192,68,68
137,132,2
185,28,82
89,91,86
171,130,42
183,140,79
21,78,72
62,79,84
141,143,98
139,33,66
148,38,26
60,154,89
160,92,9
146,194,87
113,17,98
34,138,35
69,95,94
44,38,28
49,153,45
62,92,69
134,197,69
120,33,16
180,84,36
185,162,12
23,100,64
113,30,17
90,46,53
117,149,14
136,162,70
175,90,60
120,154,77
78,157,34
152,106,39
196,149,28
55,173,98
129,159,35
127,49,27
27,111,75
11,103,54
85,52,95
71,154,34
145,103,17
184,31,13
43,55,13
120,46,1
185,175,62
110,1,44
196,41,78
120,167,43
133,106,13
193,120,75
191,47,96
66,52,95
85,65,12
131,181,80
24,55,72
43,68,64
29,170,68
147,125,46
100,50,68
45,114,71
105,165,99
124,178,70
168,184,30
85,186,77
52,9,29
79,112,99
82,117,97
189,14,69
54,55,17
147,17,32
18,132,79
188,55,47
100,171,69
133,119,5
174,120,99
193,133,93
31,71,72
17,173,56
130,50,87
149,63,39
80,192,60
154,178,9
52,130,53
24,68,49
65,69,69
115,186,85
189,135,71
101,22,84
183,61,4
73,189,92
45,127,79
58,66,48
135,20,92
162,123,25
74,10,60
63,117,23
137,66,95
68,195,25
169,18,33
100,184,19
174,133,61
119,197,45
67,7,39
19,195,76
5,31,68
46,69,43
65,82,55
151,85,4
51,147,20
192,123,80
104,10,52
123,23,55
12,192,66
149,197,39
42,71,59
28,136,97
102,85,14
0,74,28
123,144,21
183,195,96
35,31,17
155,133,76
67,20,65
153,23,39
