Source,Destination,Capacity
26,21,19
132,39,45
32,101,23
89,77,8
91,7,29
116,180,26
101,51,7
1,113,41
29,32,45
161,102,42
94,12,28
107,131,17
25,178,19
93,196,17
139,163,34
146,59,45
10,198,22
61,100,30
120,186,35
87,9,49
187,96,38
139,19,15
198,105,13
85,48,28
91,128,44
164,112,31
62,101,38
102,137,49
8,130,45
14,24,17
129,11,42
169,47,18
114,111,40
20,104,36
106,107,50
11,135,31
165,193,27
112,187,46
38,9,21
78,45,15
170,128,15
75,156,48
150,70,24
82,15,40
55,61,27
169,83,42
94,169,42
136,135,29
33,159,10
107,108,5
135,170,18
13,101,20
188,182,25
72,150,31
45,133,29
159,155,2
165,49,1
166,14,12
64,146,47
199,191,17
171,129,14
91,20,22
3,136,23
76,120,7
123,52,14
182,138,31
29,45,47
183,103,48
48,58,2
160,199,29
114,3,49
26,119,24
13,186,17
112,79,29
144,111,41
164,89,6
170,20,50
196,158,31
117,14,36
14,1,48
27,120,15
113,160,2
11,112,46
125,134,3
165,170,34
131,177,3
97,35,15
197,122,19
143,151,7
109,46,21
165,180,14
1,67,10
47,34,48
161,56,12
160,91,17
13,78,14
126,98,43
78,58,13
159,132,13
90,32,45
2,148,10
9,44,17
110,10,50
96,112,15
40,31,35
93,186,36
60,9,50
45,146,33
6,38,36
52,5,26
46,111,31
151,127,19
198,59,19
2,184,22
131,69,28
105,17,6
77,98,18
184,161,47
143,43,28
55,159,48
101,126,31
121,141,45
27,97,19
152,128,28
165,147,47
199,60,9
138,50,13
8,120,34
160,68,19
106,97,19
165,183,8
166,148,5
44,122,14
51,81,47
178,122,20
98,13,26
90,9,49
196,27,28
81,189,42
153,65,18
180,168,25
100,59,31
199,181,17
191,177,29
56,132,33
17,61,14
2,161,26
131,46,6
9,57,33
108,179,14
169,158,33
148,135,36
194,102,12
161,154,40
127,12,14
67,147,34
33,5,14
140,131,2
70,152,16
124,43,13
91,95,18
150,181,40
102,104,22
8,97,29
27,110,23
40,129,10
180,60,40
71,153,23
75,123,36
155,152,27
88,62,5
126,88,39
4,99,7
45,100,32
72,117,44
170,131,47
116,160,6
76,87,18
108,156,42
127,169,20
134,65,10
188,185,16
120,130,26
20,192,7
66,159,27
180,181,18
141,73,43
112,46,6
97,146,22
196,125,6
189,0,48
156,52,41
135,29,16
7,109,25
47,145,12
61,80,42
176,67,12
33,18,15
39,61,45
65,199,46
125,101,34
131,144,44
36,172,20
82,139,23
